TransactionID,SaleDate,CustomerID,ProductID,StoreID,CampaignID,SaleAmount,Discount percent,Payment Type
603,6/17/2024,1006,101,406,0,2379.36,0.14,Cash
604,6/20/2024,1009,102,403,0,39.1,0.12,Card
605,6/20/2024,1002,108,402,0,12.56,0.13,Check
606,7/2/2024,1005,105,405,0,79.12,0.46,Cash
607,7/2/2024,1011,108,401,0,50.24,0.21,Check
608,7/4/2024,1003,102,403,0,39.1,0.2,Cash
609,7/4/2024,1004,101,404,0,3965.6,0.16,Cash
610,7/4/2024,1010,106,402,0,88.98,0.48,Card
611,7/4/2024,1006,102,406,0,195.5,0.11,Cash
612,7/7/2024,1003,104,403,2,258.6,0.2,Cash
613,7/7/2024,1003,104,403,2,258.6,0.31,Card
614,7/15/2024,1011,101,401,2,7138.08,0.19,Cash
615,7/15/2024,1010,104,402,2,387.9,0.48,Card
616,7/17/2024,1001,107,401,2,134.04,0.2,Cash
617,7/17/2024,1003,107,403,2,134.04,0.43,Card
618,7/21/2024,1001,104,401,2,172.4,0.31,Cash
619,7/21/2024,1008,105,404,2,79.12,0.44,Check
620,7/25/2024,1007,108,405,0,125.6,0.22,Check
621,7/25/2024,1010,101,402,0,7931.2,0.32,Card
622,8/1/2024,1003,108,403,0,100.48,0.22,Cash
623,8/1/2024,1002,107,402,0,536.16,0.42,Cash
624,8/2/2024,1011,108,401,0,125.6,0.24,Check
625,8/2/2024,1002,108,402,0,125.6,0.23,Check
626,8/5/2024,1003,108,403,0,37.68,0.14,Card
627,8/5/2024,1006,104,406,0,129.3,0.11,Cash
628,8/14/2024,1011,107,401,0,201.06,0.32,Card
629,8/14/2024,1006,101,406,0,2379.36,0.26,Cash
630,8/21/2024,1007,104,405,0,172.4,0.36,Card
631,8/21/2024,1002,107,402,0,268.08,0.49,Check
632,8/25/2024,1006,108,406,0,75.36,0.33,Card
633,8/25/2024,1002,104,402,0,258.6,0.15,Card
634,8/28/2024,1006,105,406,0,39.56,0.39,Card
635,8/28/2024,1005,106,405,0,177.96,0.27,Cash
636,9/5/2024,1005,107,405,3,1072.32,0.27,Card
637,9/5/2024,1007,107,405,3,1072.32,0.42,Cash
638,9/22/2024,1001,101,401,3,6344.96,0.45,Cash
639,9/22/2024,1007,104,405,3,689.6,0.3,Cash
640,9/30/2024,1005,107,405,3,268.08,0.11,Cash
641,9/30/2024,1010,103,402,3,45.52,0.12,Card
642,10/10/2024,1002,101,402,0,5551.84,0.46,Card
643,10/10/2024,1010,104,402,0,301.7,0.21,Card
